Date,Ventilators - Total Capacity,Ventilators in Use - Total,Ventilators in Use - COVID-19,Ventilators in Use - COVID-19 Patients,Ventilators in Use - COVID-19 PUI,Ventilators in Use - Non-COVID-19,Ventilators Available - Total,Ventilators Available - Hospital,Ventilators Available - EAMC Cache,Ventilator Surge Capacity,ICU Beds - Total Capacity,ICU Beds - Adult,ICU Beds - Pediatric,ICU Beds in Use - Total,ICU Beds in Use - COVID-19,ICU Beds in Use - COVID-19 Patients,ICU Beds in Use - COVID-19 PUI,ICU Beds in Use - Non-COVID-19,ICU Beds Available - Total,ICU Beds Available - Adult,ICU Beds Available - Pediatric,ICU Beds Surge Capacity - Adult,ICU Beds Surge Capacity - Pediatric,Acute Non-ICE Beds - Total Capacity,Acute Non-ICU Beds in Use - Total,Acute Non-ICU Beds in Use - COVID-19,Acute Non-ICU Beds in Use - COVID-19 Patients,Acute Non-ICU Beds in Use - COVID-19 PUI,Acute Non-ICU Beds in Use- Non-COVID-19,Acute Non-ICU Beds Available - Total,Combined Hospital Beds in Use - COVID-19,Daily Update PDF
09/17/2020,"2,048",591,43,37,6,548,"1,457","1,407",50,,"1,283","1,105",178,885,83,65,18,802,398,331,67,,,"8,258","6,078",268,103,165,"5,810","2,180",351,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.09.18_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
09/18/2020,"2,047",636,40,35,5,596,"1,411","1,361",50,,"1,283","1,105",178,855,73,59,14,782,428,354,74,,,"8,258","6,152",252,109,143,"5,900","2,106",325,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.09.19_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
09/19/2020,"2,057",658,42,38,4,616,"1,399","1,349",50,,"1,283","1,105",178,868,84,65,19,784,415,339,76,,,"8,258","6,002",214,105,109,"5,788","2,256",298,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.09.20_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
09/20/2020,"2,051",610,48,44,4,562,"1,441","1,391",50,,"1,283","1,105",178,813,104,71,33,709,470,391,79,,,"8,258","5,712",219,107,112,"5,493","2,546",323,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.09.21_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
09/21/2020,"2,051",558,48,43,5,510,"1,493","1,443",50,,"1,283","1,105",178,799,96,66,30,703,484,408,76,,,"8,258","5,919",242,123,119,"5,677","2,339",338,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.09.22_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
09/22/2020,"2,051",567,45,33,12,522,"1,484","1,434",50,,"1,283","1,105",178,854,76,48,28,778,429,362,67,,,"8,259","6,030",292,134,158,"5,738","2,229",368,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.09.23_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
09/23/2020,"2,056",562,46,35,11,516,"1,494","1,444",50,,"1,283","1,105",178,862,108,56,52,754,421,370,51,,,"8,259","6,081",327,129,198,"5,754","2,178",435,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.09.24_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
09/24/2020,"2,054",555,26,20,6,529,"1,499","1,449",50,,"1,283","1,105",178,894,96,50,46,798,389,319,70,,,"8,261","6,096",309,133,176,"5,787","2,165",405,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.09.25_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
09/25/2020,"2,052",575,33,25,8,542,"1,477","1,427",50,,"1,283","1,105",178,896,79,47,32,817,387,329,58,,,"8,261","6,204",321,145,176,"5,883","2,057",400,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.09.26_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
09/26/2020,"2,052",645,35,25,10,610,"1,407","1,357",50,,"1,283","1,105",178,849,73,47,26,776,434,354,80,,,"8,261","5,972",271,137,134,"5,701","2,289",344,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.09.27_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
09/27/2020,"2,052",807,27,20,7,780,"1,245","1,195",50,,"1,283","1,105",178,905,60,35,25,845,378,296,82,,,"8,261","6,139",217,125,92,"5,922","2,122",277,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.09.28_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
09/28/2020,"2,048",536,41,31,10,495,"1,512","1,462",50,,"1,283","1,105",178,836,86,49,37,750,447,380,67,,,"8,261","5,855",252,144,108,"5,603","2,406",338,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.09.29_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
09/29/2020,"2,049",538,41,29,12,497,"1,511","1,461",50,,"1,283","1,105",178,838,96,54,42,742,445,380,65,,,"8,261","6,002",289,139,150,"5,713","2,259",385,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.09.30_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
09/30/2020,"2,049",551,37,27,10,514,"1,498","1,448",50,,"1,283","1,105",178,852,73,45,28,779,431,362,69,,,"8,242","6,006",287,140,147,"5,719","2,236",360,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.09.31_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/01/2020,"2,053",587,37,26,11,550,"1,466","1,416",50,,"1,283","1,105",178,854,79,43,36,775,429,358,71,,,"8,242","6,111",315,136,179,"5,796","2,131",394,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.02_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/02/2020,"2,047",567,33,26,7,534,"1,480","1,430",50,,"1,283","1,105",178,869,75,50,25,794,414,336,78,,,"8,248","5,966",283,139,144,"5,683","2,282",358,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.03_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/03/2020,"2,063",625,27,21,6,598,"1,438","1,388",50,,"1,283","1,105",178,912,82,45,37,830,371,343,28,,,"8,248","5,995",268,134,134,"5,727","2,253",350,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.04_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/04/2020,"2,053",683,36,25,11,647,"1,370","1,320",50,,"1,283","1,105",178,863,85,51,34,778,420,360,60,,,"8,248","5,824",263,136,127,"5,561","2,424",348,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.05_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/05/2020,"2,057",629,34,27,7,595,"1,428","1,378",50,,"1,283","1,105",178,820,87,57,30,733,463,389,74,,,"8,248","5,892",285,144,141,"5,607","2,356",372,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.06_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/06/2020,"2,060",607,34,28,6,573,"1,453","1,403",50,,"1,283","1,105",178,890,83,58,25,807,393,345,48,,,"8,248","5,868",292,139,153,"5,576","2,380",375,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.07_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/07/2020,"2,060",561,37,30,7,524,"1,499","1,449",50,,"1,283","1,105",178,897,84,57,27,813,386,330,56,,,"8,248","6,151",306,132,174,"5,845","2,097",390,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.08_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/08/2020,"2,060",603,31,25,6,572,"1,457","1,407",50,,"1,283","1,105",178,907,92,58,34,815,376,311,65,,,"8,248","6,128",304,136,168,"5,824","2,120",396,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.09_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/09/2020,"2,060",624,41,35,6,583,"1,436","1,386",50,,"1,283","1,105",178,947,83,60,23,864,336,288,48,,,"8,248","6,145",313,143,170,"5,832","2,103",396,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.10_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/10/2020,"2,052",647,44,34,10,603,"1,405","1,355",50,,"1,283","1,105",178,926,92,62,30,834,357,307,50,,,"8,248","6,039",274,137,137,"5,765","2,209",366,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.11_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/11/2020,"2,056",685,45,33,12,640,"1,371","1,321",50,,"1,283","1,105",178,872,82,59,23,790,411,368,43,,,"8,248","5,847",289,140,149,"5,558","2,401",371,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.12_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/12/2020,"2,061",629,45,32,13,584,"1,432","1,382",50,,"1,283","1,105",178,865,95,60,35,770,418,360,58,,,"8,261","5,977",298,156,142,"5,679","2,284",393,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.13_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/13/2020,"2,053",602,36,32,4,566,"1,451","1,401",50,,"1,283","1,105",178,884,91,65,26,793,399,349,50,,,"8,261","6,005",360,174,186,"5,645","2,256",451,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.14_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/14/2020,"2,053",580,35,30,5,545,"1,473","1,423",50,,"1,283","1,105",178,900,83,60,23,817,383,315,68,,,"8,261","6,244",352,167,185,"5,892","2,017",435,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.15_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/15/2020,"2,053",553,38,33,5,515,"1,500","1,450",50,,"1,283","1,105",178,925,95,69,26,830,358,317,41,,,"8,261","6,247",334,177,157,"5,913","2,014",429,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.16_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/16/2020,"2,053",575,36,30,6,539,"1,478","1,428",50,,"1,283","1,105",178,855,105,76,29,750,428,366,62,,,"8,261","6,134",356,183,173,"5,778","2,127",461,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.17_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/17/2020,"2,053",711,32,26,6,679,"1,342","1,292",50,,"1,278","1,100",178,898,93,64,29,805,380,313,67,,,"8,261","6,237",316,147,169,"5,921","2,024",409,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.18_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/18/2020,"2,053",572,38,31,7,534,"1,481","1,431",50,,"1,278","1,100",178,869,107,69,38,762,409,350,59,,,"8,261","6,052",315,170,145,"5,737","2,209",422,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.19_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/19/2020,"2,049",547,41,35,6,506,"1,502","1,452",50,,"1,278","1,100",178,881,99,74,25,782,397,352,45,,,"8,261","5,979",347,203,144,"5,632","2,282",446,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.20_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/20/2020,"2,049",578,40,34,6,538,"1,471","1,421",50,,"1,275","1,097",178,849,100,77,23,749,426,362,64,,,"8,245","6,149",394,221,173,"5,755","2,096",494,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.21_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/21/2020,"2,065",593,56,47,9,537,"1,472","1,422",50,,"1,275","1,097",178,887,119,86,33,768,388,326,62,,,"8,245","6,215",460,232,228,"5,755","2,030",579,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.22_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/22/2020,"2,059",524,43,34,9,481,"1,535","1,485",50,,"1,275","1,097",178,892,116,88,28,776,383,320,63,,,"8,245","6,242",443,226,217,"5,799","2,003",559,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.23_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/23/2020,"2,059",577,49,39,10,528,"1,482","1,432",50,,"1,275","1,097",178,917,119,88,31,798,358,311,47,,,"8,245","6,208",437,239,198,"5,771","2,037",556,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.24_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/24/2020,"2,061",671,42,37,5,629,"1,390","1,340",50,,"1,275","1,097",178,936,128,97,31,808,339,293,46,,,"8,245","6,269",405,254,151,"5,864","1,976",533,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.25_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/25/2020,"2,059",624,58,48,10,566,"1,435","1,385",50,,"1,275","1,097",178,869,126,100,26,743,406,356,50,,,"8,245","5,961",413,260,153,"5,548","2,284",539,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.26_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/26/2020,"2,060",567,47,40,7,520,"1,493","1,443",50,,"1,275","1,097",178,834,132,101,31,702,441,382,59,,,"8,245","6,065",444,294,150,"5,621","2,180",576,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.27_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/27/2020,"2,062",565,49,42,7,516,"1,497","1,447",50,,"1,274","1,096",178,910,143,106,37,767,364,322,42,,,"8,245","6,255",479,284,195,"5,776","1,990",622,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.28_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/28/2020,"2,042",534,65,53,12,469,"1,508","1,458",50,,"1,274","1,096",178,896,156,116,40,740,378,321,57,,,"8,245","6,137",532,316,216,"5,605","2,108",688,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.29_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/29/2020,"1,995",600,70,59,11,530,"1,395","1,345",50,,"1,274","1,096",178,902,153,114,39,749,372,318,54,,,"8,245","6,244",519,317,202,"5,725","2,001",672,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.30_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/30/2020,"1,994",596,75,62,13,521,"1,398","1,348",50,,"1,274","1,096",178,913,162,125,37,751,361,310,51,,,"8,245","6,074",518,343,175,"5,556","2,171",680,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.31_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
10/31/2020,"1,998",686,65,58,7,621,"1,312","1,262",50,,"1,274","1,096",178,911,173,134,39,738,363,310,53,,,"8,245","6,095",546,352,194,"5,549","2,150",719,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.10.32_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/01/2020,"1,998",612,80,71,9,532,"1,386","1,336",50,,"1,274","1,096",178,910,196,145,51,714,364,307,57,,,"8,241","6,081",554,368,186,"5,527","2,160",750,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.02_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/02/2020,"1,988",537,93,76,17,444,"1,451","1,401",50,,"1,274","1,096",178,874,186,140,46,688,400,340,60,,,"8,241","5,850",563,405,158,"5,287","2,391",749,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.03_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/03/2020,"1,995",576,91,72,19,485,"1,419","1,369",50,,"1,264","1,086",178,896,179,132,47,717,368,311,57,,,"8,241","5,989",646,442,204,"5,343","2,252",825,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.04_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/04/2020,"1,991",620,89,76,13,531,"1,371","1,321",50,,"1,264","1,086",178,924,185,144,41,739,340,288,52,,,"8,241","6,231",683,442,241,"5,548","2,010",868,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.05_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/05/2020,"1,990",545,93,82,11,452,"1,445","1,395",50,,"1,264","1,086",178,926,197,143,54,729,338,277,61,,,"8,241","6,113",702,465,237,"5,411","2,128",899,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.06_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/06/2020,"1,989",548,102,89,13,446,"1,441","1,391",50,,"1,264","1,086",178,921,194,155,39,727,343,288,55,,,"8,241","6,240",756,515,241,"5,484","2,001",950,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.07_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/07/2020,"1,990",601,102,89,13,499,"1,389","1,339",50,,"1,268","1,090",178,937,192,166,26,745,331,276,55,,,"8,239","6,158",755,514,241,"5,403","2,081",947,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.08_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/08/2020,"1,989",652,104,98,6,548,"1,337","1,287",50,,"1,268","1,090",178,881,192,168,24,689,387,332,55,,,"8,239","6,119",776,529,247,"5,343","2,120",968,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.09_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/09/2020,"1,991",623,116,106,10,507,"1,368","1,318",50,,"1,268","1,090",178,862,226,182,44,636,406,348,58,,,"8,233","6,047",830,580,250,"5,217","2,186","1,056",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.10_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/10/2020,"2,003",583,123,110,13,460,"1,420","1,370",50,,"1,269","1,091",178,953,247,209,38,706,316,274,42,,,"8,235","6,378",873,594,279,"5,505","1,857","1,120",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.11_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/11/2020,"2,003",663,131,117,14,532,"1,340","1,290",50,,"1,269","1,091",178,963,249,207,42,714,306,266,40,,,"8,235","6,490",893,629,264,"5,597","1,745","1,142",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.12_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/12/2020,"1,976",633,149,130,19,484,"1,343","1,293",50,,"1,269","1,091",178,963,265,220,45,698,306,267,39,,,"8,235","6,361",923,658,265,"5,438","1,874","1,188",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.13_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/13/2020,"1,954",629,143,126,17,486,"1,325","1,275",50,,"1,269","1,091",178,874,255,219,36,619,395,335,60,,,"8,237","6,081",889,640,249,"5,192","2,156","1,144",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.14_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/14/2020,"1,966",652,139,125,14,513,"1,314","1,264",50,,"1,269","1,091",178,897,248,211,37,649,372,317,55,,,"8,218","6,184",894,643,251,"5,290","2,034","1,142",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.15_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/15/2020,"1,966",633,139,127,12,494,"1,333","1,283",50,,"1,269","1,091",178,870,249,216,33,621,399,341,58,,,"8,220","6,083",920,660,260,"5,163","2,137","1,169",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.16_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/16/2020,"1,979",614,153,135,18,461,"1,365","1,315",50,,"1,269","1,091",178,865,280,241,39,585,404,353,51,,,"8,202","5,839",977,691,286,"4,862","2,363","1,257",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.17_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/17/2020,"1,982",626,145,129,16,481,"1,356","1,306",50,,"1,269","1,091",178,873,272,233,39,601,396,326,70,,,"8,202","5,991","1,049",799,250,"4,942","2,211","1,321",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.18_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/18/2020,"1,972",632,153,138,15,479,"1,340","1,290",50,,"1,274","1,096",178,894,293,251,42,601,380,311,69,,,"8,208","6,057","1,051",732,319,"5,006","2,151","1,344",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.19_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/19/2020,"1,973",640,159,147,12,481,"1,333","1,283",50,,"1,141",974,167,930,284,244,40,646,211,190,21,,,"7,903","6,172","1,073",758,315,"5,099","1,731","1,357",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.20_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/20/2020,"1,969",554,159,140,19,395,"1,415","1,365",50,,"1,141",974,167,911,294,258,36,617,230,172,58,,,"7,902","6,213","1,098",777,321,"5,115","1,689","1,392",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.21_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/21/2020,"1,981",697,146,128,18,551,"1,284","1,234",50,,"1,143",976,167,902,295,253,42,607,241,201,40,,,"7,898","6,075","1,084",703,381,"4,991","1,823","1,379",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.22_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/22/2020,"1,987",685,153,132,21,532,"1,302","1,252",50,,"1,127",960,167,851,302,259,43,549,276,236,40,,,"7,897","6,035","1,119",725,394,"4,916","1,862","1,421",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.23_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/23/2020,"1,980",638,162,137,25,476,"1,342","1,292",50,,"1,129",962,167,869,312,270,42,557,260,226,34,,,"7,900","6,114","1,073",733,340,"5,041","1,786","1,385",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.24_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/24/2020,"1,980",605,152,135,17,453,"1,375","1,325",50,,"1,141",974,167,915,299,261,38,616,226,191,35,,,"7,879","6,149","1,108",737,371,"5,041","1,730","1,407",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.25_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/25/2020,"1,975",648,175,153,22,473,"1,327","1,277",50,,"1,141",974,167,880,304,264,40,576,261,211,50,,,"7,860","5,877","1,131",731,400,"4,746","1,983","1,435",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.26_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/26/2020,"1,975",688,168,152,16,520,"1,287","1,237",50,,"1,139",972,167,860,295,256,39,565,279,228,51,,,"7,871","5,642","1,076",739,337,"4,566","2,229","1,371",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.27_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/27/2020,"1,976",636,161,145,16,475,"1,340","1,290",50,,"1,139",970,169,879,300,258,42,579,260,233,27,,,"7,917","5,771","1,050",746,304,"4,721","2,146","1,350",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.28_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/28/2020,"1,976",719,173,155,18,546,"1,257","1,207",50,,"1,144",975,169,846,285,242,43,561,298,259,39,,,"7,930","5,948","1,050",750,300,"4,898","1,982","1,335",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.29_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/29/2020,"1,976",679,159,144,15,520,"1,297","1,247",50,,"1,144",975,169,855,279,245,34,576,289,242,47,,,"7,925","6,058","1,031",750,281,"5,027","1,867","1,310",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.30_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
11/30/2020,"1,972",737,186,169,17,551,"1,235","1,185",50,,"1,142",973,169,862,295,261,34,567,280,218,62,,,"7,897","6,048","1,056",792,264,"4,992","1,849","1,351",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.11.31_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/01/2020,"1,975",742,182,173,9,560,"1,233","1,183",50,,"1,142",973,169,880,287,261,26,593,262,201,61,,,"7,911","6,171","1,100",810,290,"5,071","1,740","1,387",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.02_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/02/2020,"1,992",659,165,157,8,494,"1,333","1,283",50,,"1,127",958,169,891,288,251,37,603,236,189,47,,,"7,894","6,191","1,028",779,249,"5,163","1,703","1,316",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.03_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/03/2020,"1,983",634,175,162,13,459,"1,349","1,299",50,,"1,131",962,169,884,292,259,33,592,247,197,50,,,"7,890","6,205",981,753,228,"5,224","1,685","1,273",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.04_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/04/2020,"1,993",670,182,171,11,488,"1,323","1,273",50,,"1,147",978,169,905,293,261,32,612,242,176,66,,,"7,893","6,267",957,751,206,"5,310","1,626","1,250",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.05_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/05/2020,"1,993",707,168,159,9,539,"1,286","1,236",50,,"1,147",978,169,890,291,264,27,599,257,199,58,,,"7,836","6,074",889,703,186,"5,185","1,762","1,180",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.06_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/06/2020,"1,993",766,175,166,9,591,"1,227","1,177",50,,"1,149",980,169,881,299,271,28,582,268,214,54,,,"7,810","5,987",897,700,197,"5,090","1,823","1,196",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.07_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/07/2020,"1,995",643,174,160,14,469,"1,352","1,302",50,,"1,132",963,169,899,286,262,24,613,233,188,45,,,"7,554","5,832",974,779,195,"4,858","1,722","1,260",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.08_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/08/2020,"1,995",653,195,185,10,458,"1,342","1,292",50,,"1,143",974,169,938,293,271,22,645,205,180,25,,,"7,796","6,178",938,724,214,"5,240","1,618","1,231",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.09_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
